id,name,base_experience,height,weight,types,abilities,moves,hp,attack,defense,special-attack,special-defense,speed
810,Grookey,62,3,50,grass,"overgrow, grassy-surge","mega-punch, scratch, swords-dance, slam, mega-kick",50,65,50,40,40,65
811,Thwackey,147,7,140,grass,"overgrow, grassy-surge","mega-punch, scratch, swords-dance, slam, mega-kick",70,85,70,55,60,80
812,Rillaboom,265,21,900,grass,"overgrow, grassy-surge","mega-punch, scratch, swords-dance, slam, mega-kick",100,125,90,60,70,85
813,Scorbunny,62,3,45,fire,"blaze, libero","double-kick, mega-kick, sand-attack, headbutt, tackle",50,71,40,40,40,69
814,Raboot,147,6,90,fire,"blaze, libero","swords-dance, double-kick, mega-kick, sand-attack, headbutt",65,86,60,55,60,94
815,Cinderace,265,14,330,fire,"blaze, libero","fire-punch, swords-dance, double-kick, mega-kick, sand-attack",80,116,75,65,75,119
816,Sobble,62,3,40,water,"torrent, sniper","pound, bind, take-down, growl, mist",50,40,40,70,40,70
817,Drizzile,147,7,115,water,"torrent, sniper","pound, bind, take-down, growl, mist",65,60,55,95,55,90
818,Inteleon,265,19,452,water,"torrent, sniper","pound, swords-dance, bind, take-down, growl",70,85,65,125,65,120
819,Skwovet,55,3,25,normal,"cheek-pouch, gluttony","tackle, body-slam, take-down, double-edge, tail-whip",70,55,55,35,35,25
820,Greedent,161,6,60,normal,"cheek-pouch, gluttony","swords-dance, tackle, body-slam, take-down, double-edge",120,95,95,55,75,20
821,Rookidee,49,2,18,flying,"keen-eye, unnerve, big-pecks","fly, sand-attack, fury-attack, take-down, leer",38,47,35,33,35,57
822,Corvisquire,128,8,160,flying,"keen-eye, unnerve, big-pecks","fly, fury-attack, take-down, leer, peck",68,67,55,43,55,77
823,Corviknight,248,22,750,"flying, steel","pressure, unnerve, mirror-armor","fly, sand-attack, fury-attack, body-slam, take-down",98,87,105,53,85,67
824,Blipbug,36,4,80,bug,"swarm, compound-eyes, telepathy","supersonic, recover, struggle-bug, sticky-web, infestation",25,20,20,25,45,45
825,Dottler,117,4,195,"bug, psychic","swarm, compound-eyes, telepathy","solar-beam, confusion, psychic, light-screen, reflect",50,35,80,50,90,30
826,Orbeetle,253,4,408,"bug, psychic","swarm, frisk, telepathy","psybeam, hyper-beam, solar-beam, confusion, psychic",60,45,110,80,120,90
827,Nickit,49,6,89,dark,"run-away, unburden, stakeout","tail-whip, dig, agility, quick-attack, screech",40,28,28,47,52,50
828,Thievul,159,12,199,dark,"run-away, unburden, stakeout","tail-whip, hyper-beam, dig, psychic, agility",70,58,58,87,92,90
829,Gossifleur,50,4,22,grass,"cotton-down, regenerator, effect-spore","sing, leech-seed, growth, razor-leaf, solar-beam",40,40,60,40,60,10
830,Eldegoss,161,5,25,grass,"cotton-down, regenerator, effect-spore","sing, hyper-beam, razor-leaf, solar-beam, light-screen",60,50,90,80,120,60
831,Wooloo,122,6,60,normal,"fluffy, run-away, bulletproof","stomp, double-kick, headbutt, tackle, take-down",42,40,55,40,45,48
832,Dubwool,172,13,430,normal,"fluffy, steadfast, bulletproof","swords-dance, double-kick, mega-kick, headbutt, tackle",72,80,100,60,90,88
833,Chewtle,57,3,85,water,"strong-jaw, shell-armor, swift-swim","headbutt, tackle, body-slam, take-down, bite",50,64,50,38,38,44
834,Drednaw,170,10,1155,"water, rock","strong-jaw, shell-armor, swift-swim","swords-dance, headbutt, tackle, body-slam, take-down",90,115,90,48,68,74
835,Yamper,54,3,135,electric,"ball-fetch, rattled","sand-attack, tackle, double-edge, tail-whip, bite",59,45,50,40,50,26
836,Boltund,172,10,340,electric,"strong-jaw, competitive","tackle, tail-whip, bite, roar, hyper-beam",69,90,60,90,60,121
837,Rolycoly,48,3,120,rock,"steam-engine, heatproof, flash-fire","tackle, body-slam, take-down, dig, smokescreen",30,40,50,40,50,30
838,Carkol,144,11,780,"rock, fire","steam-engine, flame-body, flash-fire","tackle, body-slam, take-down, flamethrower, fire-spin",80,60,90,60,70,50
839,Coalossal,255,28,3105,"rock, fire","steam-engine, flame-body, flash-fire","mega-punch, fire-punch, mega-kick, tackle, body-slam",110,80,120,80,90,30
840,Applin,52,2,5,"grass, dragon","ripen, gluttony, bulletproof","withdraw, defense-curl, rollout, attract, recycle",40,40,80,40,40,20
841,Flapple,170,3,10,"grass, dragon","ripen, gluttony, hustle","wing-attack, fly, take-down, hyper-beam, leech-seed",70,110,80,95,60,70
842,Appletun,170,4,130,"grass, dragon","ripen, gluttony, thick-fat","stomp, headbutt, body-slam, take-down, hyper-beam",110,85,80,100,80,30
843,Silicobra,63,22,76,ground,"sand-spit, shed-skin, sand-veil","slam, sand-attack, headbutt, body-slam, wrap",52,57,75,35,50,46
844,Sandaconda,179,38,655,ground,"sand-spit, shed-skin, sand-veil","slam, sand-attack, headbutt, body-slam, wrap",72,107,125,65,70,71
845,Cramorant,166,8,180,"flying, water",gulp-missile,"fly, fury-attack, take-down, thrash, water-gun",70,85,55,85,95,85
846,Arrokuda,56,5,10,water,"swift-swim, propeller-tail","fury-attack, take-down, thrash, double-edge, bite",41,63,40,40,30,66
847,Barraskewda,172,13,300,water,"swift-swim, propeller-tail","fury-attack, take-down, double-edge, bite, hydro-pump",61,123,60,60,50,136
848,Toxel,48,4,110,"electric, poison","rattled, static, klutz","growl, acid, rest, substitute, snore",40,38,35,54,35,40
849,Toxtricity-Amped,176,16,400,"electric, poison","punk-rock, plus, technician","mega-punch, fire-punch, thunder-punch, mega-kick, take-down",75,98,70,114,70,75
850,Sizzlipede,61,7,10,"fire, bug","flash-fire, white-smoke, flame-body","slam, wrap, bite, ember, fire-spin",50,65,45,50,50,45
851,Centiskorch,184,30,1200,"fire, bug","flash-fire, white-smoke, flame-body","slam, wrap, bite, ember, flamethrower",100,115,65,90,90,65
852,Clobbopus,62,6,40,fighting,"limber, technician","mega-punch, ice-punch, bind, body-slam, leer",50,68,60,50,50,32
853,Grapploct,168,16,390,fighting,"limber, technician","mega-punch, ice-punch, bind, body-slam, leer",80,118,90,70,80,42
854,Sinistea-Phony,62,1,2,ghost,"weak-armor, cursed-body","psybeam, mega-drain, psychic, night-shade, confuse-ray",40,45,45,74,54,50
855,Polteageist-Phony,178,2,4,ghost,"weak-armor, cursed-body","psybeam, hyper-beam, mega-drain, psychic, night-shade",60,65,65,134,114,70
856,Hatenna,53,4,34,psychic,"healer, anticipation, magic-bounce","psybeam, thunder-wave, confusion, psychic, light-screen",42,30,45,56,53,39
857,Hattrem,130,6,48,psychic,"healer, anticipation, magic-bounce","psybeam, thunder-wave, confusion, psychic, light-screen",57,40,65,86,73,49
858,Hatterene,255,21,51,"psychic, fairy","healer, anticipation, magic-bounce","swords-dance, psybeam, hyper-beam, thunder-wave, confusion",57,90,95,136,103,29
859,Impidimp,53,4,55,"dark, fairy","prankster, frisk, pickpocket","mega-punch, mega-kick, take-down, bite, low-kick",45,45,30,55,40,50
860,Morgrem,130,8,125,"dark, fairy","prankster, frisk, pickpocket","mega-punch, mega-kick, take-down, bite, low-kick",65,60,45,75,55,70
861,Grimmsnarl,255,15,610,"dark, fairy","prankster, frisk, pickpocket","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick",95,120,65,95,75,60
862,Obstagoon,260,16,460,"dark, normal","reckless, guts, defiant","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick",93,90,101,60,81,95
863,Perrserker,154,8,280,steel,"battle-armor, tough-claws, steely-spirit","pay-day, scratch, swords-dance, body-slam, take-down",70,110,100,50,60,50
864,Cursola,179,10,4,ghost,"weak-armor, perish-body","tackle, body-slam, pin-missile, disable, hydro-pump",60,95,50,145,130,30
865,Sirfetchd,177,8,1170,fighting,"steadfast, scrappy","swords-dance, slam, sand-attack, body-slam, leer",62,135,95,68,82,65
866,Mr-Rime,182,15,582,"ice, psychic","tangled-feet, screen-cleaner, ice-body","pound, mega-punch, ice-punch, double-kick, mega-kick",80,85,75,110,100,70
867,Runerigus,169,16,666,"ground, ghost",wandering-spirit,"slam, disable, hyper-beam, earthquake, psychic",58,95,145,50,105,30
868,Milcery,54,2,3,fairy,"sweet-veil, aroma-veil","tackle, recover, acid-armor, rest, substitute",45,40,40,50,61,34
869,Alcremie-Vanilla-Cream-Strawberry-Sweet,173,3,5,fairy,"sweet-veil, aroma-veil","tackle, hyper-beam, solar-beam, psychic, recover",65,60,75,110,121,64
870,Falinks,165,30,620,fighting,"battle-armor, defiant","swords-dance, headbutt, tackle, body-slam, take-down",65,100,100,70,60,75
871,Pincurchin,152,3,10,electric,"lightning-rod, electric-surge","fury-attack, body-slam, take-down, pin-missile, water-gun",48,101,95,91,85,15
872,Snom,37,3,38,"ice, bug","shield-dust, ice-scales","rest, substitute, snore, powder-snow, protect",30,25,35,45,30,20
873,Frosmoth,166,13,420,"ice, bug","shield-dust, ice-scales","take-down, mist, ice-beam, blizzard, aurora-beam",70,65,60,125,90,65
874,Stonjourner,165,25,5200,rock,power-spot,"stomp, mega-kick, body-slam, take-down, hyper-beam",100,125,135,20,20,70
875,Eiscue-Ice,165,14,890,ice,ice-face,"ice-punch, headbutt, tackle, body-slam, take-down",75,80,110,65,90,50
876,Indeedee-Male,166,9,280,"psychic, normal","inner-focus, synchronize, psychic-surge","pay-day, body-slam, take-down, psybeam, psychic",60,65,55,105,95,95
877,Morpeko-Full-Belly,153,3,30,"electric, dark",hunger-switch,"thunder-punch, take-down, thrash, double-edge, tail-whip",58,95,58,70,58,97
878,Cufant,66,12,1000,steel,"sheer-force, heavy-metal","whirlwind, slam, stomp, mega-kick, tackle",72,80,49,40,49,40
879,Copperajah,175,30,6500,steel,"sheer-force, heavy-metal","stomp, mega-kick, tackle, body-slam, take-down",122,130,69,80,69,30
880,Dracozolt,177,18,1900,"electric, dragon","volt-absorb, hustle, sand-rush","mega-punch, thunder-punch, slam, stomp, mega-kick",90,100,90,80,70,75
881,Arctozolt,177,23,1500,"electric, ice","volt-absorb, static, slush-rush","mega-punch, thunder-punch, slam, mega-kick, body-slam",90,100,90,90,80,55
882,Dracovish,177,23,2150,"water, dragon","water-absorb, strong-jaw, sand-rush","stomp, mega-kick, tackle, body-slam, bite",90,90,100,70,80,75
883,Arctovish,177,20,1750,"water, ice","water-absorb, ice-body, slush-rush","body-slam, bite, water-gun, hydro-pump, surf",90,90,100,80,90,55
884,Duraludon,187,18,400,"steel, dragon","light-metal, heavy-metal, stalwart","swords-dance, body-slam, take-down, double-edge, leer",70,95,115,120,50,85
885,Dreepy,54,5,20,"dragon, ghost","clear-body, infiltrator, cursed-body","bite, disable, thunder-wave, quick-attack, double-team",28,60,30,40,30,82
886,Drakloak,144,14,110,"dragon, ghost","clear-body, infiltrator, cursed-body","take-down, double-edge, bite, flamethrower, hydro-pump",68,80,50,60,50,102
887,Dragapult,300,30,500,"dragon, ghost","clear-body, infiltrator, cursed-body","fly, body-slam, take-down, double-edge, bite",88,120,75,100,75,142
888,Zacian,335,28,1100,fairy,intrepid-sword,"swords-dance, body-slam, take-down, bite, hyper-beam",92,120,115,80,115,138
889,Zamazenta,335,29,2100,fighting,dauntless-shield,"body-slam, take-down, bite, roar, hyper-beam",92,120,115,80,115,138
890,Eternatus,345,200,9500,"poison, dragon",pressure,"fly, body-slam, take-down, flamethrower, hyper-beam",140,85,95,145,95,130
891,Kubfu,77,6,120,fighting,inner-focus,"mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance",60,90,60,53,50,72
892,Urshifu-Single-Strike,275,19,1050,"fighting, dark",unseen-fist,"mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance",100,130,100,63,60,97
893,Zarude,300,18,700,"dark, grass",leaf-guard,"mega-punch, scratch, swords-dance, bind, vine-whip",105,120,105,70,95,105
894,Regieleki,290,12,1450,electric,transistor,"body-slam, take-down, thrash, hyper-beam, thunder-shock",80,100,50,100,50,200
895,Regidrago,290,21,2000,dragon,dragons-maw,"vice-grip, body-slam, take-down, thrash, bite",200,100,50,100,50,80
896,Glastrier,290,22,8000,ice,chilling-neigh,"swords-dance, stomp, double-kick, tackle, body-slam",100,145,130,65,110,30
897,Spectrier,290,20,445,ghost,grim-neigh,"stomp, double-kick, tackle, body-slam, take-down",100,65,60,145,80,130
898,Calyrex,250,11,77,"psychic, grass",unnerve,"pound, pay-day, take-down, psybeam, hyper-beam",100,80,80,80,80,80
899,Wyrdeer,263,18,951,"normal, psychic","intimidate, frisk, sap-sipper","stomp, sand-attack, tackle, body-slam, take-down",103,105,72,105,75,65
900,Kleavor,175,18,890,"bug, rock","swarm, sheer-force, sharpness","swords-dance, take-down, double-edge, leer, hyper-beam",70,135,95,45,70,85
901,Ursaluna,275,24,2900,"ground, normal","guts, bulletproof, unnerve","fire-punch, ice-punch, thunder-punch, scratch, swords-dance",130,140,105,45,80,50
902,Basculegion-Male,265,30,1100,"water, ghost","swift-swim, adaptability, mold-breaker","headbutt, tackle, take-down, thrash, double-edge",120,112,65,80,75,78
903,Sneasler,102,13,430,"fighting, poison","pressure, unburden, poison-touch","fire-punch, scratch, swords-dance, take-down, leer",80,130,60,40,80,120
904,Overqwil,179,25,605,"dark, poison","poison-point, swift-swim, intimidate","swords-dance, tackle, take-down, double-edge, poison-sting",85,115,95,65,65,85
905,Enamorus-Incarnate,116,16,480,"fairy, flying","cute-charm, contrary","fly, tackle, body-slam, take-down, bite",74,115,70,135,80,106
906,Sprigatito,62,4,41,grass,"overgrow, protean","scratch, take-down, tail-whip, bite, leech-seed",40,61,54,45,45,65
907,Floragato,144,9,122,grass,"overgrow, protean","thunder-punch, scratch, take-down, tail-whip, bite",61,80,63,60,63,83
908,Meowscarada,265,15,312,"grass, dark","overgrow, protean","thunder-punch, scratch, take-down, tail-whip, bite",76,110,70,81,70,123
909,Fuecoco,62,4,98,fire,"blaze, unaware","tackle, body-slam, take-down, leer, bite",67,45,59,63,40,36
910,Crocalor,144,10,307,fire,"blaze, unaware","tackle, body-slam, take-down, leer, bite",81,55,78,90,58,49
911,Skeledirge,265,16,3265,"fire, ghost","blaze, unaware","tackle, body-slam, take-down, leer, bite",104,75,100,110,75,66
912,Quaxly,62,5,61,water,"torrent, moxie","pound, wing-attack, take-down, growl, water-gun",55,65,45,50,45,50
913,Quaxwell,144,12,215,water,"torrent, moxie","pound, wing-attack, take-down, growl, water-gun",70,85,65,65,60,65
914,Quaquaval,265,18,619,"water, fighting","torrent, moxie","pound, swords-dance, wing-attack, mega-kick, take-down",85,120,80,85,75,85
915,Lechonk,51,5,102,normal,"aroma-veil, gluttony, thick-fat","headbutt, tackle, body-slam, take-down, double-edge",54,45,40,35,45,35
916,Oinkologne-Male,171,10,1200,normal,"lingering-aroma, gluttony, thick-fat","headbutt, tackle, body-slam, take-down, double-edge",110,100,75,59,80,65
917,Tarountula,42,3,40,bug,"insomnia, stakeout","headbutt, tackle, body-slam, take-down, counter",35,41,45,29,40,20
918,Spidops,141,10,165,bug,"insomnia, stakeout","headbutt, tackle, body-slam, take-down, low-kick",60,79,92,52,86,35
919,Nymble,42,2,10,bug,"swarm, tinted-lens","double-kick, tackle, take-down, leer, counter",33,46,40,21,25,45
920,Lokix,158,10,175,"bug, dark","swarm, tinted-lens","swords-dance, double-kick, tackle, take-down, double-edge",71,102,78,52,55,92
921,Pawmi,48,3,25,electric,"static, natural-cure, iron-fist","scratch, slam, take-down, bite, growl",45,50,20,40,25,60
922,Pawmo,123,4,65,"electric, fighting","volt-absorb, natural-cure, iron-fist","thunder-punch, scratch, slam, take-down, bite",60,75,40,50,40,85
923,Pawmot,245,9,410,"electric, fighting","volt-absorb, natural-cure, iron-fist","fire-punch, ice-punch, thunder-punch, scratch, slam",70,115,70,70,60,105
924,Tandemaus,61,3,18,normal,"run-away, pickup, own-tempo","pound, take-down, double-edge, bite, low-kick",50,50,45,40,45,75
925,Maushold-Family-Of-Four,165,3,23,normal,"friend-guard, cheek-pouch, technician","pound, take-down, double-edge, hyper-beam, low-kick",74,75,70,65,75,111
926,Fidough,62,3,109,fairy,"own-tempo, klutz","tackle, body-slam, take-down, double-edge, tail-whip",37,55,70,30,55,65
927,Dachsbun,167,5,149,fairy,"well-baked-body, aroma-veil","tackle, body-slam, take-down, double-edge, tail-whip",57,80,115,50,80,95
928,Smoliv,52,3,65,"grass, normal","early-bird, harvest","tackle, absorb, mega-drain, leech-seed, growth",41,35,45,58,51,30
929,Dolliv,124,6,119,"grass, normal","early-bird, harvest","tackle, absorb, mega-drain, leech-seed, growth",52,53,60,78,78,33
930,Arboliva,255,14,482,"grass, normal","seed-sower, harvest","tackle, hyper-beam, absorb, mega-drain, leech-seed",78,69,90,125,109,39
931,Squawkabilly-Green-Plumage,146,6,24,"normal, flying","intimidate, hustle, guts","fly, fury-attack, take-down, double-edge, growl",82,96,51,45,51,92
932,Nacli,56,4,160,rock,"purifying-salt, sturdy, clear-body","headbutt, tackle, body-slam, take-down, rock-throw",55,55,75,35,35,25
933,Naclstack,124,6,1050,rock,"purifying-salt, sturdy, clear-body","headbutt, tackle, body-slam, take-down, double-edge",60,60,100,35,65,35
934,Garganacl,250,23,2400,rock,"purifying-salt, sturdy, clear-body","fire-punch, ice-punch, thunder-punch, headbutt, tackle",100,100,130,45,90,35
935,Charcadet,51,6,105,fire,"flash-fire, flame-body","take-down, leer, disable, ember, flamethrower",40,50,40,50,40,35
936,Armarouge,263,15,850,"fire, psychic","flash-fire, weak-armor","take-down, leer, ember, flamethrower, psybeam",85,60,100,125,80,75
937,Ceruledge,263,16,620,"fire, ghost","flash-fire, weak-armor","swords-dance, take-down, leer, ember, flamethrower",75,125,80,60,100,85
938,Tadbulb,54,3,4,electric,"own-tempo, static, damp","tackle, water-gun, thunder-shock, thunderbolt, thunder-wave",61,31,41,59,35,45
939,Bellibolt,173,12,1130,electric,"electromorphosis, static, damp","tackle, water-gun, hyper-beam, thunder-shock, thunderbolt",109,64,91,103,83,45
940,Wattrel,56,4,36,"electric, flying","wind-power, volt-absorb, competitive","fly, take-down, growl, peck, thunder-shock",40,40,35,55,40,70
941,Kilowattrel,172,14,386,"electric, flying","wind-power, volt-absorb, competitive","fly, take-down, growl, hyper-beam, peck",70,70,60,105,60,125
942,Maschiff,68,5,160,dark,"intimidate, run-away, stakeout","headbutt, tackle, body-slam, take-down, double-edge",60,78,60,40,51,51
943,Mabosstiff,177,11,610,dark,"intimidate, guard-dog, stakeout","headbutt, tackle, body-slam, take-down, double-edge",80,120,90,60,70,85
944,Shroodle,58,2,7,"poison, normal","unburden, pickpocket, prankster","scratch, swords-dance, take-down, double-edge, leer",40,65,35,40,35,75
945,Grafaiai,170,7,272,"poison, normal","unburden, poison-touch, prankster","scratch, swords-dance, take-down, double-edge, leer",63,95,65,80,72,110
946,Bramblin,55,6,6,"grass, ghost","wind-rider, infiltrator","disable, absorb, mega-drain, leech-seed, solar-beam",40,65,30,45,35,60
947,Brambleghast,168,12,60,"grass, ghost","wind-rider, infiltrator","disable, hyper-beam, absorb, mega-drain, leech-seed",55,115,70,80,70,90
948,Toedscool,67,9,330,"ground, grass","mycelium-might, mycelium-might","tackle, wrap, supersonic, absorb, mega-drain",40,40,35,50,100,70
949,Toedscruel,180,19,580,"ground, grass","mycelium-might, mycelium-might","tackle, wrap, supersonic, hyper-beam, absorb",80,70,65,80,120,100
950,Klawf,158,13,790,rock,"anger-shell, shell-armor, regenerator","guillotine, swords-dance, body-slam, take-down, hyper-beam",70,100,115,35,55,75
951,Capsakid,61,3,30,grass,"chlorophyll, insomnia, klutz","headbutt, take-down, leer, bite, leech-seed",50,62,40,62,40,50
952,Scovillain,170,9,150,"grass, fire","chlorophyll, insomnia, moody","headbutt, take-down, leer, bite, flamethrower",65,108,65,108,65,75
953,Rellor,54,2,10,bug,"compound-eyes, shed-skin","sand-attack, tackle, take-down, dig, recover",41,50,60,31,58,30
954,Rabsca,165,3,35,"bug, psychic","synchronize, telepathy","sand-attack, tackle, take-down, psybeam, hyper-beam",75,50,85,115,100,45
955,Flittle,51,2,15,psychic,"anticipation, frisk, speed-boost","take-down, growl, psybeam, peck, confusion",30,35,30,55,30,75
956,Espathra,168,19,900,psychic,"opportunist, frisk, speed-boost","body-slam, take-down, double-edge, growl, psybeam",95,60,60,101,60,105
957,Tinkatink,59,4,89,"fairy, steel","mold-breaker, own-tempo, pickpocket","swords-dance, slam, thunder-wave, light-screen, reflect",50,45,45,35,64,58
958,Tinkatuff,133,7,591,"fairy, steel","mold-breaker, own-tempo, pickpocket","swords-dance, slam, thunder-wave, light-screen, reflect",65,55,55,45,82,78
959,Tinkaton,253,7,1128,"fairy, steel","mold-breaker, own-tempo, pickpocket","swords-dance, slam, thunder-wave, light-screen, reflect",85,75,77,70,105,94
960,Wiglett,49,12,18,water,"gooey, rattled, sand-veil","slam, sand-attack, headbutt, wrap, take-down",10,55,25,35,25,95
961,Wugtrio,149,12,54,water,"gooey, rattled, sand-veil","slam, sand-attack, headbutt, wrap, take-down",35,100,50,50,70,120
962,Bombirdier,243,15,429,"flying, dark","big-pecks, keen-eye, rocky-payload","wing-attack, whirlwind, fly, take-down, leer",70,103,85,60,85,82
963,Finizen,63,13,602,water,"water-veil, water-veil","body-slam, take-down, supersonic, mist, water-gun",70,45,40,45,40,75
964,Palafin-Zero,160,13,602,water,"zero-to-hero, zero-to-hero","ice-punch, body-slam, take-down, supersonic, mist",100,70,72,53,62,100
965,Varoom,60,10,350,"steel, poison","overcoat, slow-start","headbutt, body-slam, take-down, double-edge, toxic",45,70,63,30,45,47
966,Revavroom,175,18,1200,"steel, poison","overcoat, filter","headbutt, body-slam, take-down, double-edge, hyper-beam",80,119,90,54,67,90
967,Cyclizar,175,16,630,"dragon, normal","shed-skin, regenerator","tackle, body-slam, take-down, double-edge, bite",70,95,65,85,65,121
968,Orthworm,240,25,3100,steel,"earth-eater, sand-veil","tackle, body-slam, wrap, take-down, double-edge",70,85,145,60,55,65
969,Glimmet,70,7,80,"rock, poison","toxic-debris, corrosion","rock-throw, toxic, harden, confuse-ray, light-screen",48,35,42,105,60,60
970,Glimmora,184,15,450,"rock, poison","toxic-debris, corrosion","hyper-beam, solar-beam, rock-throw, toxic, harden",83,55,90,130,81,86
971,Greavard,58,6,350,ghost,"pickup, fluffy","headbutt, tackle, take-down, double-edge, tail-whip",50,61,60,30,55,34
972,Houndstone,171,20,150,ghost,"sand-rush, fluffy","headbutt, tackle, take-down, double-edge, tail-whip",72,101,100,50,97,68
973,Flamigo,175,16,370,"flying, fighting","scrappy, tangled-feet, costar","swords-dance, wing-attack, fly, double-kick, mega-kick",82,115,74,75,64,90
974,Cetoddle,67,12,450,ice,"thick-fat, snow-cloak, sheer-force","tackle, body-slam, take-down, double-edge, growl",108,68,45,30,40,43
975,Cetitan,182,45,7000,ice,"thick-fat, slush-rush, sheer-force","ice-punch, tackle, body-slam, take-down, double-edge",170,113,65,45,55,73
976,Veluza,167,25,900,"water, psychic","mold-breaker, sharpness","tackle, body-slam, take-down, thrash, double-edge",90,102,73,78,65,70
977,Dondozo,265,120,2200,water,"unaware, oblivious, water-veil","tackle, body-slam, take-down, thrash, double-edge",150,100,115,65,65,35
978,Tatsugiri-Curly,166,3,80,"dragon, water","commander, storm-drain","take-down, water-gun, hydro-pump, surf, hyper-beam",68,50,60,120,95,82
979,Annihilape,268,12,560,"fighting, ghost","vital-spirit, inner-focus, defiant","fire-punch, ice-punch, thunder-punch, scratch, body-slam",110,115,80,50,90,90
980,Clodsire,151,18,2230,"poison, ground","poison-point, water-absorb, unaware","slam, body-slam, take-down, double-edge, tail-whip",130,75,60,45,100,20
981,Farigiraf,260,32,1600,"normal, psychic","cud-chew, armor-tail, sap-sipper","stomp, tackle, body-slam, take-down, double-edge",120,90,70,110,70,60
982,Dudunsparce-Two-Segment,182,36,392,normal,"serene-grace, run-away, rattled","body-slam, take-down, double-edge, flamethrower, ice-beam",125,100,80,85,75,55
983,Kingambit,275,20,1200,"dark, steel","defiant, supreme-overlord, pressure","scratch, guillotine, swords-dance, take-down, leer",100,135,120,60,85,50
984,Great-Tusk,285,22,3200,"ground, fighting",protosynthesis,"horn-attack, body-slam, take-down, double-edge, roar",115,131,131,53,53,87
985,Scream-Tail,285,12,80,"fairy, psychic",protosynthesis,"pound, fire-punch, ice-punch, thunder-punch, body-slam",115,65,99,65,115,111
986,Brute-Bonnet,285,12,210,"grass, dark",protosynthesis,"body-slam, thrash, double-edge, hyper-beam, absorb",111,127,99,79,99,55
987,Flutter-Mane,285,14,40,"ghost, fairy",protosynthesis,"psybeam, hyper-beam, thunderbolt, thunder-wave, thunder",55,55,55,135,135,135
988,Slither-Wing,285,32,920,"bug, fighting",protosynthesis,"gust, whirlwind, stomp, body-slam, take-down",85,135,79,85,105,81
989,Sandy-Shocks,285,23,600,"electric, ground",protosynthesis,"body-slam, take-down, supersonic, hyper-beam, thunder-shock",85,81,97,121,85,101
990,Iron-Treads,285,9,2400,"ground, steel",quark-drive,"horn-attack, body-slam, take-down, double-edge, hyper-beam",90,112,120,72,70,106
991,Iron-Bundle,285,6,110,"ice, water",quark-drive,"ice-punch, body-slam, take-down, hydro-pump, ice-beam",56,80,114,124,60,136
992,Iron-Hands,285,18,3807,"fighting, electric",quark-drive,"fire-punch, ice-punch, thunder-punch, swords-dance, whirlwind",154,140,108,50,68,50
993,Iron-Jugulis,285,13,1110,"dark, flying",quark-drive,"fly, body-slam, take-down, double-edge, roar",94,80,86,122,80,108
994,Iron-Moth,285,12,360,"fire, poison",quark-drive,"gust, whirlwind, take-down, ember, flamethrower",80,70,60,140,110,110
995,Iron-Thorns,285,16,3030,"rock, electric",quark-drive,"fire-punch, ice-punch, thunder-punch, swords-dance, body-slam",100,134,110,70,84,72
996,Frigibax,64,5,170,"dragon, ice","thermal-exchange, ice-body","swords-dance, tackle, body-slam, take-down, leer",65,75,45,35,45,55
997,Arctibax,148,8,300,"dragon, ice","thermal-exchange, ice-body","swords-dance, tackle, body-slam, take-down, leer",90,95,66,45,65,62
998,Baxcalibur,300,21,2100,"dragon, ice","thermal-exchange, ice-body","swords-dance, tackle, body-slam, take-down, double-edge",115,145,92,75,86,87
999,Gimmighoul-Chest,60,3,50,ghost,rattled,"tackle, take-down, night-shade, confuse-ray, light-screen",45,30,70,75,70,10
1000,Gholdengo,275,12,300,"steel, ghost",good-as-gold,"thunder-punch, tackle, take-down, hyper-beam, low-kick",87,60,95,133,91,84
1001,Wo-Chien,285,15,742,"dark, grass",tablets-of-ruin,"body-slam, take-down, hyper-beam, absorb, mega-drain",85,85,100,95,135,70
1002,Chien-Pao,285,19,1522,"dark, ice",sword-of-ruin,"swords-dance, take-down, mist, blizzard, hyper-beam",80,120,80,90,65,135
1003,Ting-Lu,285,27,6997,"dark, ground",vessel-of-ruin,"whirlwind, stomp, body-slam, take-down, thrash",155,110,125,55,80,45
1004,Chi-Yu,285,4,49,"dark, fire",beads-of-ruin,"take-down, ember, flamethrower, hyper-beam, fire-spin",55,80,80,135,120,100
1005,Roaring-Moon,295,20,3800,"dragon, dark",protosynthesis,"fly, headbutt, body-slam, take-down, double-edge",105,139,71,55,101,119
1006,Iron-Valiant,295,14,350,"fairy, fighting",quark-drive,"fire-punch, ice-punch, thunder-punch, swords-dance, disable",74,130,90,120,60,116
1007,Koraidon-Apex-Build,335,25,3030,"fighting, dragon",orichalcum-pulse,"swords-dance, body-slam, take-down, double-edge, roar",100,135,115,85,100,135
1008,Miraidon-Ultimate-Mode,335,35,2400,"electric, dragon",hadron-engine,"swords-dance, body-slam, take-down, hyper-beam, solar-beam",100,85,100,135,115,135
1009,Walking-Wake,295,35,2800,"water, dragon",protosynthesis,"body-slam, take-down, double-edge, leer, bite",99,83,91,125,83,109
1010,Iron-Leaves,295,15,1250,"grass, psychic",quark-drive,"swords-dance, take-down, double-edge, leer, hyper-beam",90,130,88,70,108,104
